"date","close","volume","open","high","low"
"2017/11/16","195.5100","5669799.0000","194.3300","197.7000","193.7500"
"2017/11/15","192.1200","4198868.0000","194.5400","195.4200","191.5300"
"2017/11/14","195.7100","3440382.0000","193.6400","195.8800","193.0000"
"2017/11/13","195.0800","4605285.0000","191.1200","196.0500","191.0000"
"2017/11/10","192.0200","6619613.0000","191.6100","192.5900","189.5000"
"2017/11/09","193.9000","5959214.0000","194.4600","194.4900","190.8100"
"2017/11/08","196.4400","4233343.0000","196.0000","197.0900","194.7400"
"2017/11/07","195.8900","6460587.0000","200.0000","200.6100","194.8000"
"2017/11/06","200.1300","5845181.0000","200.0000","202.4800","198.0900"
"2017/11/03","200.0100","3676766.0000","199.8000","200.5500","197.9900"
"2017/11/02","199.3200","3596049.0000","197.4500","199.4400","197.0901"
"2017/11/01","198.0000","5007021.0000","197.2400","199.1990","196.0000"
"2017/10/31","196.4300","5511925.0000","198.2100","198.5900","195.2180"
"2017/10/30","198.3700","5434844.0000","199.6200","201.0990","197.0721"
"2017/10/27","199.5400","8122338.0000","197.2000","200.6500","196.2200"
"2017/10/26","195.2100","5173212.0000","194.6600","197.6100","194.0800"
"2017/10/25","193.7700","5313036.0000","195.3800","197.0550","193.0100"
"2017/10/24","196.0200","7052166.0000","192.7500","196.7350","191.4000"
"2017/10/23","192.4700","6975651.0000","194.1700","194.8999","191.0346"
"2017/10/20","194.1600","5989595.0000","195.9000","196.3800","193.7700"
"2017/10/19","195.1300","7030873.0000","193.0100","195.2500","191.1600"
"2017/10/18","195.5400","11188190.0000","199.9900","200.0100","194.2500"
"2017/10/17","199.4800","23855850.0000","200.1100","204.3800","197.7700"
"2017/10/16","202.6800","21777940.0000","201.9500","202.8300","197.8600"
"2017/10/13","199.4900","12046030.0000","199.7000","200.8199","197.1866"
"2017/10/12","195.8600","7765111.0000","196.7500","198.6200","194.7100"
"2017/10/11","194.9500","6438060.0000","195.5700","196.2199","193.8100"
"2017/10/10","195.0800","6231196.0000","197.8500","198.3000","192.1000"
"2017/10/09","196.8700","6966384.0000","199.1000","199.4000","196.5600"
"2017/10/06","198.0200","15253890.0000","194.3000","198.9200","192.0500"
"2017/10/05","194.3900","19360960.0000","185.6500","194.4900","184.4900"
"2017/10/04","184.4500","9190513.0000","181.4100","186.7000","181.2500"
"2017/10/03","179.1900","3952185.0000","177.6500","179.7000","177.5500"
"2017/10/02","177.0100","7335949.0000","182.1100","182.8000","176.5800"
"2017/09/29","181.3500","4221112.0000","180.7300","182.9000","180.6500"
"2017/09/28","180.7000","4074395.0000","181.2500","181.9500","179.3600"
"2017/09/27","181.9700","4988515.0000","181.0100","183.3400","180.7000"
"2017/09/26","179.3800","5599875.0000","180.7000","180.9500","176.5500"
"2017/09/25","178.5500","9359710.0000","186.4600","186.5500","177.7000"
"2017/09/22","187.3500","5456048.0000","188.4000","189.8500","186.3900"
"2017/09/21","188.7800","7141660.0000","185.8200","189.9500","184.5100"
"2017/09/20","185.5100","4613591.0000","186.1000","186.5000","183.2000"
"2017/09/19","185.6800","4963088.0000","184.9800","186.2300","184.1700"
"2017/09/18","184.6200","5355228.0000","183.6100","185.4500","182.7300"
"2017/09/15","182.3500","5577062.0000","182.7300","184.9300","181.4300"
"2017/09/14","182.6300","4500701.0000","183.2500","185.2882","182.0700"
"2017/09/13","183.6400","4312431.0000","184.0700","184.4995","182.5500"
"2017/09/12","185.1500","6681405.0000","182.5500","185.3300","180.6435"
"2017/09/11","181.7400","5974055.0000","178.1000","182.4700","178.0300"
"2017/09/08","176.4200","4589146.0000","178.4500","180.3900","176.2500"
"2017/09/07","179.0000","6015599.0000","178.8000","180.3500","177.1000"
"2017/09/06","179.2500","8736860.0000","175.2500","179.4600","173.7300"
"2017/09/05","174.5200","4595245.0000","173.4000","175.8800","172.4400"
"2017/09/01","174.7400","3810598.0000","175.5500","176.4800","173.9200"
"2017/08/31","174.7100","6931894.0000","175.4500","176.2400","173.8600"
"2017/08/30","174.6900","8026646.0000","169.5000","174.8500","169.3700"
"2017/08/29","168.8100","4615061.0000","165.0000","169.6800","164.7300"
"2017/08/28","167.1200","3644835.0000","166.4300","168.6700","165.6000"
"2017/08/25","165.9500","4060283.0000","168.5800","168.7500","165.5000"
"2017/08/24","168.1300","5358588.0000","169.8600","171.2363","166.1500"
"2017/08/23","169.0600","4630286.0000","168.3500","169.6400","166.7000"
"2017/08/22","169.3400","4881545.0000","167.7600","169.9300","167.0400"
"2017/08/21","166.7600","6475177.0000","166.9100","168.9900","164.2300"
"2017/08/18","166.5400","7382033.0000","165.9500","169.9700","165.8000"
"2017/08/17","166.0900","5192068.0000","169.2300","170.5800","165.7200"
"2017/08/16","169.9800","7008791.0000","167.5000","170.5000","166.2500"
"2017/08/15","168.5000","5531580.0000","171.5300","171.8800","168.2500"
"2017/08/14","171.0000","7463217.0000","169.8000","172.4500","168.8000"
"2017/08/11","171.4000","5020823.0000","169.8600","172.5800","169.0000"
"2017/08/10","169.1400","9622203.0000","174.0300","174.4500","167.6000"
"2017/08/09","175.7800","9658249.0000","171.4300","175.9600","170.0100"
"2017/08/08","178.3600","5951139.0000","181.3700","181.9100","177.4500"
"2017/08/07","181.3300","4607985.0000","181.0000","182.2700","179.1000"
"2017/08/04","180.2700","4488247.0000","179.6000","181.0000","178.5000"
"2017/08/03","179.2300","4621346.0000","180.5300","181.2248","178.0200"
"2017/08/02","180.7400","5759754.0000","182.2200","182.5700","177.8149"
"2017/08/01","182.0300","5057534.0000","182.4900","184.6200","181.4300"
"2017/07/31","181.6600","4865555.0000","184.2600","184.9738","180.6500"
"2017/07/28","184.0400","6200163.0000","182.0000","185.0300","181.1800"
"2017/07/27","182.6800","11215160.0000","189.8900","190.0000","179.3800"
"2017/07/26","189.0800","4463927.0000","187.7000","189.7043","187.5100"
"2017/07/25","186.9700","5370777.0000","187.7900","188.6600","185.8100"
"2017/07/24","187.9100","8787797.0000","188.6850","190.2500","187.0100"
"2017/07/21","188.5400","9258337.0000","182.7200","191.5000","182.7100"
"2017/07/20","183.6000","7873110.0000","183.8400","185.9200","182.7000"
"2017/07/19","183.8600","17240990.0000","182.9700","187.1700","181.7500"
"2017/07/18","183.6000","41525590.0000","176.1200","185.0000","174.2400"
"2017/07/17","161.7000","16681910.0000","162.9100","163.5500","160.0201"
"2017/07/14","161.1200","5520100.0000","159.3000","161.3500","157.9700"
"2017/07/13","158.2100","6694418.0000","158.5100","160.1300","156.9800"
"2017/07/12","158.7500","8283452.0000","155.7700","158.8000","155.7700"
"2017/07/11","154.3300","4887326.0000","152.3700","155.2300","151.5500"
"2017/07/10","152.6700","5201728.0000","150.3400","153.2300","149.6500"
"2017/07/07","150.1800","5494083.0000","146.6500","150.7500","146.6500"
"2017/07/06","146.2500","5483358.0000","146.1300","147.2700","144.2500"
"2017/07/05","147.6100","4621712.0000","146.5800","148.2600","145.5800"
"2017/07/03","146.1700","3908215.0000","149.8000","150.4500","145.8000"
"2017/06/30","149.4100","5210381.0000","149.7600","150.7100","148.4200"
"2017/06/29","150.0900","7140247.0000","152.8200","152.8200","148.0000"
"2017/06/28","153.4100","5585346.0000","151.6400","154.2000","150.1200"
"2017/06/27","151.0300","7418109.0000","156.6200","156.9775","150.7197"
"2017/06/26","157.5000","6008732.0000","158.7800","159.9700","156.5600"
"2017/06/23","158.0200","6248042.0000","155.0100","158.1900","153.7600"
"2017/06/22","154.8900","3765517.0000","155.1300","155.2000","153.7000"
"2017/06/21","155.0300","5795132.0000","152.5000","155.3800","152.2600"
"2017/06/20","152.0500","4876683.0000","153.6800","154.5000","151.4000"
"2017/06/19","153.4000","6523551.0000","154.2900","155.5800","152.4100"
"2017/06/16","152.3800","6807227.0000","151.4500","153.5300","150.3900"
"2017/06/15","151.7600","7001046.0000","149.4400","152.5600","147.3000"
"2017/06/14","152.2000","6452765.0000","154.3400","155.6150","150.2800"
"2017/06/13","152.7200","8475433.0000","154.3800","155.6800","150.1300"
"2017/06/12","151.4400","14093750.0000","155.3000","155.5300","148.3100"
"2017/06/09","158.0300","10284740.0000","166.2700","166.2700","154.5000"
"2017/06/08","165.8800","3702747.0000","166.1200","166.8700","164.8400"
"2017/06/07","165.6100","3350386.0000","165.6000","166.4000","164.4086"
"2017/06/06","165.1700","4372886.0000","164.9500","166.8200","164.5100"
"2017/06/05","165.0600","3869108.0000","165.4900","165.5000","163.4300"
"2017/06/02","165.1800","4254060.0000","163.4200","165.3600","162.8000"
"2017/06/01","162.9900","3886772.0000","163.5200","163.9316","161.7000"
"2017/05/31","163.0700","5340487.0000","163.6100","164.0000","160.7400"
"2017/05/30","163.2200","4824557.0000","163.6000","164.7500","162.7100"
"2017/05/26","162.4300","4827059.0000","162.8400","163.0500","161.1200"
"2017/05/25","163.0500","8546534.0000","161.0000","164.1000","160.5500"
"2017/05/24","157.7500","2987583.0000","158.3500","158.4800","157.1700"
"2017/05/23","157.9500","3366049.0000","157.7500","158.3100","156.8000"
"2017/05/22","157.1600","3736670.0000","157.8600","158.6000","156.4300"
"2017/05/19","157.0200","4066231.0000","156.1500","158.0500","155.9100"
"2017/05/18","155.7000","6285353.0000","153.6100","156.8900","153.2400"
"2017/05/17","153.2000","8163606.0000","158.0900","158.7800","153.0000"
"2017/05/16","159.4100","3453054.0000","160.5000","161.1800","159.3300"
"2017/05/15","160.0200","4962525.0000","160.2500","161.7800","159.7600"
"2017/05/12","160.8100","5090191.0000","159.1100","160.8400","158.5100"
"2017/05/11","158.5400","5674144.0000","160.3300","160.5200","157.5500"
"2017/05/10","160.2800","6861501.0000","157.8200","161.1000","156.5600"
"2017/05/09","157.4600","3908571.0000","156.1000","157.8500","155.9700"
"2017/05/08","156.3800","4815698.0000","156.5500","157.6400","155.3000"
"2017/05/05","156.6000","5323438.0000","158.5500","158.5900","155.9000"
"2017/05/04","157.2500","5556821.0000","155.5900","157.9000","154.5500"
"2017/05/03","155.5900","3926516.0000","156.2900","156.5400","154.8800"
"2017/05/02","156.4500","5095295.0000","155.7600","156.5000","154.6100"
"2017/05/01","155.3500","9015042.0000","151.9100","157.7000","151.6100"
"2017/04/28","152.2000","6359327.0000","152.7100","152.9700","150.9400"
"2017/04/27","153.0800","7706060.0000","150.6000","153.4900","149.3000"
"2017/04/26","150.1700","9262866.0000","151.5300","152.1500","148.9000"
"2017/04/25","152.1600","20655120.0000","147.4600","153.5200","146.2200"
"2017/04/24","143.8300","4792932.0000","143.6100","144.5000","143.4000"
"2017/04/21","142.8700","6246613.0000","141.3900","143.0300","140.9028"
"2017/04/20","141.1800","7244579.0000","140.3000","141.8000","139.2700"
"2017/04/19","139.7600","12387400.0000","143.3700","144.0000","138.6600"
"2017/04/18","143.3600","19662640.0000","147.3400","147.4000","140.0000"
"2017/04/17","147.2500","15993460.0000","144.4300","147.3200","144.4300"
"2017/04/13","142.9200","3676127.0000","144.2500","144.5500","142.7600"
"2017/04/12","143.8300","4383524.0000","144.8500","145.7400","143.5500"
"2017/04/11","144.3500","4619263.0000","144.2800","144.5400","141.9800"
"2017/04/10","143.8500","5796446.0000","143.0400","144.6500","141.2100"
"2017/04/07","143.1100","3032571.0000","143.7900","143.8900","142.7100"
"2017/04/06","143.7400","3306032.0000","144.0000","144.1400","143.0100"
"2017/04/05","143.6200","4584578.0000","146.1900","146.2500","143.2600"
"2017/04/04","145.5000","4345284.0000","146.8400","147.0900","144.8900"
"2017/04/03","146.9200","4604731.0000","146.7000","148.0050","145.7400"
"2017/03/31","147.8100","3880682.0000","148.0000","148.2250","147.3300"
"2017/03/30","148.0600","4452168.0000","146.8100","148.2900","146.5300"
"2017/03/29","146.4700","3847977.0000","145.5000","147.1800","144.9089"
"2017/03/28","145.1700","4636300.0000","144.1000","146.1100","143.9200"
"2017/03/27","144.0600","4768197.0000","140.8300","144.3900","140.0000"
"2017/03/24","142.0200","3545875.0000","142.3600","142.8000","141.5800"
"2017/03/23","141.8400","3703193.0000","142.1400","142.8900","141.2600"
"2017/03/22","142.6500","6474086.0000","142.5450","143.8000","140.7600"
"2017/03/21","142.4200","7655386.0000","146.7500","147.7000","142.1000"
"2017/03/20","145.8300","3396361.0000","145.4500","146.2500","144.5800"
"2017/03/17","145.1100","6216640.0000","144.0500","145.7600","143.4000"
"2017/03/16","144.3900","5277214.0000","145.5000","146.5000","144.2200"
"2017/03/15","145.2500","5984101.0000","144.2000","145.5200","143.2300"
"2017/03/14","143.1900","4656787.0000","142.9500","143.3100","141.7000"
"2017/03/13","143.5200","4915057.0000","140.9000","143.7100","140.3210"
"2017/03/10","140.8900","3315903.0000","141.3900","141.8000","140.2800"
"2017/03/09","140.5300","2647374.0000","140.0400","141.2400","139.7400"
"2017/03/08","140.3200","4088940.0000","141.4700","142.0600","139.7704"
"2017/03/07","141.4300","4239418.0000","141.9900","142.4000","140.3800"
"2017/03/06","141.9400","7111248.0000","141.0000","142.8400","140.5400"
"2017/03/03","139.1400","5400667.0000","139.6900","140.9100","138.2600"
"2017/03/02","139.5300","6114580.0000","142.1500","142.7000","139.0900"
"2017/03/01","142.6500","4167969.0000","142.8400","143.2600","142.1000"
"2017/02/28","142.1300","3860016.0000","143.3000","143.5700","141.8500"
"2017/02/27","143.4100","3905819.0000","143.1200","143.9200","142.3800"
"2017/02/24","143.2500","3299619.0000","141.8800","143.5600","141.5500"
"2017/02/23","142.7800","4665564.0000","144.4500","144.4900","141.5196"
"2017/02/22","143.8600","3478736.0000","142.9200","144.0000","142.1700"
"2017/02/21","142.6000","3563209.0000","142.9900","143.3800","141.8100"
"2017/02/17","142.2200","4585496.0000","141.7500","142.9000","141.2700"
"2017/02/16","142.0100","2843942.0000","142.4200","142.4400","141.0700"
"2017/02/15","142.2700","5289876.0000","140.7200","142.4300","140.5100"
"2017/02/14","140.8200","8364146.0000","143.2000","144.1100","140.0500"
"2017/02/13","143.2000","4787338.0000","145.1900","145.9500","143.0500"
"2017/02/10","144.8200","5529672.0000","144.6800","145.2992","143.9700"
"2017/02/09","144.1400","4549760.0000","144.9800","145.0900","143.5800"
"2017/02/08","144.7400","6880937.0000","143.5700","145.0700","142.5600"
"2017/02/07","144.0000","8533846.0000","141.4900","144.2800","141.0500"
"2017/02/06","140.9700","3543204.0000","140.0000","141.0000","139.1600"
"2017/02/03","140.2500","3509764.0000","139.5100","140.6400","139.1000"
"2017/02/02","139.2000","3457803.0000","140.6100","141.0400","139.0500"
"2017/02/01","140.7800","6019300.0000","141.2000","142.4100","139.3000"
"2017/01/31","140.7100","4404557.0000","140.5500","141.8300","139.7000"
"2017/01/30","141.2200","8115884.0000","141.7700","141.9670","138.8000"
"2017/01/27","142.4500","8306935.0000","139.4600","142.4900","139.0000"
"2017/01/26","138.9600","6034554.0000","140.4500","141.2100","138.5100"
"2017/01/25","139.5200","7607549.0000","140.8000","141.3900","139.0500"
"2017/01/24","140.1100","7746640.0000","138.1100","140.9300","137.0300"
"2017/01/23","137.3900","7428755.0000","138.6500","139.4900","137.3100"
"2017/01/20","138.6000","9474655.0000","139.3600","140.7900","137.6600"
"2017/01/19","138.4100","23181860.0000","142.0100","143.4600","138.2500"
"2017/01/18","133.2600","15748300.0000","133.2100","133.6500","131.0600"
"2017/01/17","132.8900","12193530.0000","135.0400","135.4000","132.0900"
"2017/01/13","133.7000","10493120.0000","131.1500","133.9300","130.5800"
"2017/01/12","129.1800","5383839.0000","130.6300","130.8500","128.5000"
"2017/01/11","130.5000","5610963.0000","130.9100","131.5000","129.2475"
"2017/01/10","129.8900","5982469.0000","131.2700","132.2200","129.2900"
"2017/01/09","130.9500","5767217.0000","131.4800","131.9900","129.8900"
"2017/01/06","131.0700","10651930.0000","132.0800","133.8800","129.8100"
"2017/01/05","131.8100","9653379.0000","129.2200","132.7500","128.9000"
"2017/01/04","129.4100","7833340.0000","127.4900","130.1700","126.5500"
"2017/01/03","127.4900","9427706.0000","124.9600","128.1900","124.3100"
"2016/12/30","123.8000","4452771.0000","126.2400","126.5700","123.6000"
"2016/12/29","125.3300","3444066.0000","125.9500","126.1400","124.2000"
"2016/12/28","125.8900","4368523.0000","129.0700","129.0700","125.7600"
"2016/12/27","128.3500","5280624.0000","126.2400","129.0500","125.7000"
"2016/12/23","125.5900","2010121.0000","125.6100","126.2800","125.0800"
"2016/12/22","125.5800","4160767.0000","126.8400","127.5000","125.1800"
"2016/12/21","126.5000","6499033.0000","125.5300","127.7372","125.0000"
"2016/12/20","125.1200","3933171.0000","125.4600","126.3000","124.6400"
"2016/12/19","125.4500","4863748.0000","124.3000","126.4400","122.8700"
"2016/12/16","124.2200","7864162.0000","126.3900","126.6800","124.0100"
"2016/12/15","125.0000","7374166.0000","123.4400","127.4300","122.9500"
"2016/12/14","123.4400","6105620.0000","123.4300","124.4000","122.5000"
"2016/12/13","123.7800","5528230.0000","123.5100","125.0900","122.7809"
"2016/12/12","122.8300","3911511.0000","122.8400","124.0300","122.3000"
"2016/12/09","122.8800","4697522.0000","123.7800","124.3000","121.7300"
"2016/12/08","123.2400","8985030.0000","125.4000","126.3500","122.1600"
"2016/12/07","125.3900","8188570.0000","124.4800","125.7500","123.2500"
"2016/12/06","124.5700","11498380.0000","120.1000","124.7900","119.4200"
"2016/12/05","119.1600","7620560.0000","120.7300","120.7500","118.4000"
"2016/12/02","120.8100","8937134.0000","116.7500","120.9800","116.7500"
"2016/12/01","117.2200","8632991.0000","117.5200","118.6800","113.9500"
"2016/11/30","117.0000","7692293.0000","119.0000","120.3700","116.3913"
"2016/11/29","117.5100","7081312.0000","117.3000","119.1800","117.1316"
"2016/11/28","116.9300","5267321.0000","117.0500","117.6200","115.7100"
"2016/11/25","117.4100","1616260.0000","117.6400","118.3900","117.1800"
"2016/11/23","117.6900","4518610.0000","117.7600","118.8900","117.3100"
"2016/11/22","118.0400","7005927.0000","118.3200","119.4600","116.9800"
"2016/11/21","117.9600","7054753.0000","116.2000","118.7200","116.1900"
"2016/11/18","115.2100","6742471.0000","115.7300","116.4200","113.5100"
"2016/11/17","115.0300","6227332.0000","115.1300","116.8100","113.5600"
"2016/11/16","115.1900","5928187.0000","112.9600","116.1200","111.8100"
"2016/11/15","113.5900","7435934.0000","114.5500","116.4100","113.0910"
"2016/11/14","113.3800","9928472.0000","114.7500","115.9000","110.6800"
"2016/11/11","114.7800","11076290.0000","114.9000","116.6300","113.1100"
"2016/11/10","115.4200","19693320.0000","122.7600","122.9700","113.7000"
"2016/11/09","122.1900","7704905.0000","121.8400","123.6500","120.8611"
"2016/11/08","124.3400","4674424.0000","124.1200","125.8100","123.2200"
"2016/11/07","124.5800","5822973.0000","124.2600","125.7500","123.3700"
"2016/11/04","122.0300","4826146.0000","122.0000","123.4300","121.6200"
"2016/11/03","122.1400","5039867.0000","122.3100","123.7200","121.8400"
"2016/11/02","122.3400","4781816.0000","122.8300","124.0700","121.8300"
"2016/11/01","123.3000","6967960.0000","124.9800","125.8300","121.8000"
"2016/10/31","124.8700","6505484.0000","126.8500","126.9000","124.4000"
"2016/10/28","126.5700","7063892.0000","126.0800","128.9300","126.0118"
"2016/10/27","126.4700","6899885.0000","127.4300","128.1800","125.9300"
"2016/10/26","126.9700","8597271.0000","126.2900","128.7200","125.7500"
"2016/10/25","126.5100","8229210.0000","126.5200","128.0600","125.7500"
"2016/10/24","127.3300","15962960.0000","127.4200","129.2900","126.1500"
"2016/10/21","127.5000","18811190.0000","122.5000","127.8500","122.3100"
"2016/10/20","123.3500","14477630.0000","121.9700","123.7500","121.0600"
"2016/10/19","121.8700","21930460.0000","118.2500","122.4500","118.0000"
"2016/10/18","118.7900","42116450.0000","116.6300","119.8200","116.5000"
"2016/10/17","99.8000","25575340.0000","100.5000","100.7300","98.3800"
"2016/10/14","101.4700","9517720.0000","101.5900","102.0990","100.3500"
"2016/10/13","100.2300","8315956.0000","98.0100","100.5000","97.6300"
"2016/10/12","99.5000","7406627.0000","100.8800","102.4700","99.2200"
"2016/10/11","100.5900","9027645.0000","102.3100","102.9000","99.8600"
"2016/10/10","103.3300","6695571.0000","103.1800","104.5300","102.7600"
"2016/10/07","104.8200","8657947.0000","103.9800","106.5000","103.5501"
"2016/10/06","105.0700","6585271.0000","104.9700","105.4700","103.8800"
"2016/10/05","106.2800","12917110.0000","103.5000","106.9700","103.4301"
"2016/10/04","102.3400","12126550.0000","103.1900","104.4400","101.8600"
"2016/10/03","102.6300","15329730.0000","98.0000","103.3900","98.0000"
"2016/09/30","98.5500","9804739.0000","96.9000","99.5300","96.7900"
"2016/09/29","96.6700","6214034.0000","97.3100","98.3100","96.6000"
"2016/09/28","97.4800","7233581.0000","97.1000","97.5900","96.0200"
"2016/09/27","97.0700","9670587.0000","95.0400","97.6400","95.0000"
"2016/09/26","94.5600","6737852.0000","95.3800","95.3800","94.0400"
"2016/09/23","95.9400","6174848.0000","95.7500","96.9700","95.4300"
"2016/09/22","95.8300","11208200.0000","95.5400","95.8800","94.2300"
"2016/09/21","94.8800","20023370.0000","96.9000","97.1000","93.2600"
"2016/09/20","98.2500","4734659.0000","98.7800","99.1600","97.6600"
"2016/09/19","98.0600","8612097.0000","99.9000","100.3500","97.8200"
"2016/09/16","99.4800","9436803.0000","97.1000","99.4900","97.0400"
"2016/09/15","97.3400","5294899.0000","97.2300","97.9700","96.5300"
"2016/09/14","97.0100","8527841.0000","97.3500","98.3500","96.9600"
"2016/09/13","96.0900","11777170.0000","97.1700","98.0000","95.3300"
"2016/09/12","99.0500","7707924.0000","95.9100","99.2900","95.7100"
"2016/09/09","96.5000","7355482.0000","99.0600","99.3900","96.5000"
"2016/09/08","99.6600","5199596.0000","99.2300","100.0500","98.8200"
"2016/09/07","99.1500","6463245.0000","100.1100","100.1900","98.4200"
"2016/09/06","100.0900","9026070.0000","97.7600","100.3200","97.6490"
"2016/09/02","97.3800","4244858.0000","97.9000","98.1800","97.0100"
"2016/09/01","97.3800","4146339.0000","97.8100","97.9800","96.9160"
"2016/08/31","97.4500","4687089.0000","97.4800","97.8800","96.7600"
"2016/08/30","97.4500","6086065.0000","97.8400","98.8500","97.1400"
"2016/08/29","97.3000","8001138.0000","96.9700","98.4497","96.5700"
"2016/08/26","97.5800","6609793.0000","97.3300","97.9500","96.5700"
"2016/08/25","97.3200","10801210.0000","96.3800","98.2450","96.0400"
"2016/08/24","95.1800","6258129.0000","96.1300","96.3600","94.9100"
"2016/08/23","95.9400","5236739.0000","95.6800","96.5900","95.4800"
"2016/08/22","95.2600","5824860.0000","95.6700","96.1300","94.9500"
"2016/08/19","95.8700","6940723.0000","96.0500","96.7800","95.5100"
"2016/08/18","96.1600","7251903.0000","95.9800","97.2168","95.1700"
"2016/08/17","96.3700","8268266.0000","94.9400","96.9300","94.8500"
"2016/08/16","95.1200","6259096.0000","95.1900","95.6100","94.4000"
"2016/08/15","95.3100","7301004.0000","96.8300","96.9100","95.2400"
"2016/08/12","96.5900","6588515.0000","95.5300","96.8300","95.0800"
"2016/08/11","95.8900","8540386.0000","94.6000","96.3300","94.3700"
"2016/08/10","93.9300","6487433.0000","94.4000","94.7500","92.9500"
"2016/08/09","93.9900","9171694.0000","95.1200","95.8100","93.4800"
"2016/08/08","95.1100","10128340.0000","95.9100","95.9300","94.0000"
"2016/08/05","97.0300","18338910.0000","93.7700","97.7400","93.5600"
"2016/08/04","93.4400","6040820.0000","93.2000","93.7319","91.8200"
"2016/08/03","93.1000","7028459.0000","93.2800","94.6700","92.5500"
"2016/08/02","93.5600","9815363.0000","94.0000","94.0800","92.1800"
"2016/08/01","94.3700","10656290.0000","91.2300","94.6700","90.5000"
"2016/07/29","91.2500","6949311.0000","91.1900","91.7490","90.5900"
"2016/07/28","91.6500","6214650.0000","91.9200","92.2100","90.6800"
"2016/07/27","92.0400","8705230.0000","91.5000","92.0600","90.1000"
"2016/07/26","91.4100","19556580.0000","91.0300","93.1000","90.9000"
"2016/07/25","87.6600","14122030.0000","85.7300","87.8700","85.0100"
"2016/07/22","85.8900","11354940.0000","86.4800","86.5000","85.1100"
"2016/07/21","85.9900","16065660.0000","88.3000","88.3800","85.2100"
"2016/07/20","87.9100","23484270.0000","86.6700","88.4900","85.8200"
"2016/07/19","85.8400","55584670.0000","85.4300","86.7500","84.5000"
"2016/07/18","98.8100","26466720.0000","98.4300","99.8400","97.2400"
"2016/07/15","98.3900","9004435.0000","98.5200","98.7000","97.4100"
"2016/07/14","98.0200","9868138.0000","97.0000","98.2700","96.8000"
"2016/07/13","96.4300","8763798.0000","96.2600","96.7200","94.8000"
"2016/07/12","95.9700","11593940.0000","95.0700","96.7200","94.0900"
"2016/07/11","94.6700","13250550.0000","96.1900","96.8690","94.3000"
"2016/07/08","97.0600","8330158.0000","96.0000","97.4100","95.3000"
"2016/07/07","95.1000","9906283.0000","94.7000","95.3800","93.1800"
"2016/07/06","94.6000","16278580.0000","95.0300","96.0000","93.5500"
"2016/07/05","97.9100","25856050.0000","95.2000","101.2700","93.3100"
"2016/07/01","96.6700","16157650.0000","95.0000","97.0000","94.8000"
"2016/06/30","91.4800","9015191.0000","90.9100","91.7201","89.9000"
"2016/06/29","91.0600","11673630.0000","89.6700","91.9700","88.7000"
"2016/06/28","87.9700","11529090.0000","87.4100","88.8800","86.4100"
"2016/06/27","85.3300","13760580.0000","87.8800","88.0000","84.8100"
"2016/06/24","88.4400","11231980.0000","87.5300","90.4900","87.2100"
"2016/06/23","91.6600","10771380.0000","90.6200","91.6800","88.1500"
"2016/06/22","90.0100","9435408.0000","90.7800","91.9800","89.7700"
"2016/06/21","90.9900","15172340.0000","93.8700","93.8800","90.7700"
"2016/06/20","93.8000","9018143.0000","95.2200","95.8800","93.6500"
"2016/06/17","94.4500","8044177.0000","95.7500","95.7700","94.2000"
"2016/06/16","95.4400","7540702.0000","94.1800","95.5600","93.2474"
"2016/06/15","94.2900","7673271.0000","94.6100","95.4600","93.5000"
"2016/06/14","94.1200","9462854.0000","94.1600","95.8000","93.2700"
"2016/06/13","93.8500","13475030.0000","95.0200","97.2000","93.6200"
"2016/06/10","93.7500","12895820.0000","94.8800","95.3500","93.2800"
"2016/06/09","97.0900","8922203.0000","97.2200","98.4330","96.6640"
"2016/06/08","97.8600","9411635.0000","100.0200","100.2800","97.6000"
"2016/06/07","99.8900","6465575.0000","101.2000","101.6300","99.7700"
"2016/06/06","100.7400","6824314.0000","100.2900","101.0712","99.7200"
"2016/06/03","99.5900","9208587.0000","100.9900","101.0000","98.5300"
"2016/06/02","101.2500","7984791.0000","101.3900","102.1500","100.7700"
"2016/06/01","101.5100","8387248.0000","101.5000","101.9200","100.1600"
"2016/05/31","102.5700","8716674.0000","102.9500","103.4500","102.1300"
"2016/05/27","103.3000","9082200.0000","102.4400","103.5000","101.4400"
"2016/05/26","102.8100","17810040.0000","103.2100","104.0000","101.3800"
"2016/05/25","100.2000","15153600.0000","99.0000","100.3100","98.3000"
"2016/05/24","97.8900","21230620.0000","95.9800","99.1400","95.7500"
"2016/05/23","94.8900","13975830.0000","92.9800","95.2924","92.8500"
"2016/05/20","92.4900","15035800.0000","90.0800","93.2800","89.9800"
"2016/05/19","89.5500","11446870.0000","90.1600","91.2700","88.3000"
"2016/05/18","90.5000","13893610.0000","88.2500","91.7200","88.2500"
"2016/05/17","88.6300","11564310.0000","89.0000","90.8700","88.1720"
"2016/05/16","89.1200","11241770.0000","87.5600","90.0000","86.1500"
"2016/05/13","87.8800","11561810.0000","87.3900","88.5900","86.2600"
"2016/05/12","87.7400","20377210.0000","90.3200","90.4100","85.7400"
"2016/05/11","90.0200","11681150.0000","92.4000","92.5900","89.9000"
"2016/05/10","92.8900","11172090.0000","91.1400","93.2500","91.0900"
"2016/05/09","90.5400","9535874.0000","90.7300","91.8280","89.9000"
"2016/05/06","90.8400","10431350.0000","88.8300","90.8800","88.1100"
